RefID,Make,Model,Year,City mileage,Highway mileage,Minimum Price Bluebook,Maximum Price Bluebook,Mean Price New
507,Nissan,Sentra,1998,23,31,"2,400","3,725",14519
508,Nissan,Altima,2008,19,26,"12,150","17,750",23088
509,Jeep,Liberty,2003,16,21,"6,225","7,125",23140
510,Ford,Expedition,2007,14,17,"16,200","20,800",35445
511,Kawasaki,Ninja 250,2007,,,,,
512,Honda,Accord,2011,17,26,"16,400","20,100",25648
513,Honda,Civic,2000,30,35,"3,000","5,500",14096
514,Subaru,Legacy,1995,21,28,"2,200","4,125",18567
515,Toyota,Corolla,2006,26,34,"8,650","10,350",15612
516,Pontiac,Sunfire,2001,21,28,"3,550","4,150",15592
517,Jeep,Liberty,2005,17,22,"8,625","9,750",22608
518,Dodge,Neon,2002,24,31,"2,675","4,400",14595
519,Ford,Crown Victoria,2001,,,,,
520,Acura,TL,2005,20,29,"13,250","13,650",33100
521,Toyota,Camry,2000,19,27,"3,800","4,275",19938
522,Toyota,Camry,2003,21,29,"7,375","8,675",22024
523,Ford,Taurus,1998,17,25,"2,900","4,975",22063
524,Ford,Windstar,2000,17,23,"3,125","4,850",27945
525,Dodge,Stratus,2000,19,27,"3,075","3,925",18280
526,Toyota,Camry,1998,19,27,"3,150","3,675",21048
527,Saturn,Ion,2007,24,32,"6,575","11,450",12300
528,Pontiac,Sunfire,2004,24,34,"5,300","10,895",13585
529,GMC,Sonoma SLS,2003,,,,,
530,,,,,,,,
531,Mercury,Capri,1991,,,,,
532,Toyota,Corolla,1993,27,34,"2,825","3,300",12158
533,Dodge,Ram 1500,1999,,,,,
534,Ford,Edge,2009,15,22,"15,500","22,900",31733
535,Mercury,Sable,2000,19,27,"3,325","4,175",20572
536,Toyota,Corolla,2011,26,34,"13,400","15,350",17090
537,Pontiac,Grand Am,92,,,,,
538,Honda,Civic,2003,26,30,"4,600","8,025",15796
539,Oldsmobile,Intrigue,1998,19,30,"1,975","2,625",22430
540,Saturn,Vue,2007,19,25,"8,925","5,875",20978
541,Oldsmobile,Cutlass Supreme,1997,,,,,
542,,,,,,,,
543,Volkswagen,Jetta,2006,22,30,"8,675","13,650",21977
544,Dodge,Ram,2005,,,,,
545,Mazda,5,2008,,,,,
546,Mazda,Protege,1995,26,32,"1,875","2,500",14145
547,Chevrolet,Trailblazer,2007,14,17,"11,600","19,100",30939
548,Nissan,Armada,2004,13,18,"11,950","13,100",37250
549,Toyota,Corolla,2006,26,34,"8,650","10,350",15612
550,Toyota,Corolla,2001,29,33,"4,000","4,450",12914
551,Volkswagen,Passat Wagon,1999,,,,,
552,Oldsmobile,Aurora,1995,,,"2,475",,33065
553,Pontiac,Montana,2003,,,"5,575","6,575",28254
554,Mercury,Milan,2010,18,25,"13,950","14,800",25113
555,Infiniti,G35,2007,18,25,"18,300","28,400",33950
556,Ford,Taurus,1994,18,26,"2,425","3,475",21067
557,Honda,Civic,2001,30,38,"3,900","5,425",14631
558,Honda,Accord,1995,25,31,"2,350","3,325",18343
559,,,,,,,,
560,Mazda,Protege,1995,26,32,"1,875","2,500",14145
561,Subaru,Legacy,1990,,,,,
562,Toyota,T100,1993,15,18,"2,875","3,225",16166
563,Toyota,Camry,1988,,,,,
564,Lexus,IS 250,2011,,,,,
565,Pontiac,Grand Prix,2003,,,,,
566,GMC,Pickup,1997,,,,,
567,Lincoln,Town Car,1991,,,,,
568,Saturn,SL1,1999,,,,,
569,,,,,,,,
570,Honda,Civic,2000,30,35,"3,000","5,500",14096
571,,,,,,,,
572,Ford,Contour,2000,20,29,"2,450","5,150",22905
573,Kia,Amanti,2006,17,25,"7,900","27,995",27995
574,Kia,Spectra,2002,22,30,"2,650","3,550",12145
575,Mazda,Miata,2000,,,,,
576,Toyota,Camry,2010,19,28,"14,400","17,950",23969
577,Honda,Pilot,2005,17,22,"10,050","12,800",29996
578,Saturn,Vue,2003,,,"3,950",,20288
579,Toyota,Camry,1997,19,25,"2,800","3,200",20520
580,Dodge,Ram 1500,2007,,,,,
581,Ford,Mustang,1998,17,25,"5,325","12,500",22553
582,Ford,Fusion,2010,17,24,"13,350","17,650",24758
583,Subaru,Forester,2010,19,24,"17,450","22,100",24815
584,Toyota,Prius,2010,51,48,"16,100","22,795",24534
585,Toyota,Tacoma,2001,17,19,"7,125","13,850",17110
586,Toyota,Corolla,2004,29,38,"6,975","7,775",14321
587,Dodge,Neon,2001,24,31,"3,175","4,325",12715
588,Honda,Civic,2004,26,30,"5,900","9,200",15790
589,Mercury,Grand Marquis,1996,,,,,
590,Chevrolet,Corsica,1996,,,"2,325",,14385
591,Volkswagen,Beetle,2001,2121,2729,,,
592,,,,,,,,
593,Toyota,Camry,2008,19,28,"12,550","16,550",23072
594,Chevrolet,Silverado,2003,,,,,
595,Ford,Focus,2008,24,33,"8,175","10,600",15575
596,Toyota,Corolla,1994,27,34,"2,875","3,350",13194
597,Honda,Accord,2000,20,28,"3,450","5,200",20802
598,Mercedes,E320 Cabriolet,1995,,,,,
599,Saturn,Vue,2004,19,25,"4,800","3,075",20997
600,Mitsubishi,Galant,2000,20,27,"2,125","4,200",20637
601,Hyundai,Accent,2005,26,33,"4,850","5,425",10749
602,,,,,,,,
603,Mazda,3,2007,,,,,
604,Subaru,Legacy,2005,19,25,"9,675","16,750",26535
605,Saturn,Ion,2007,24,32,"6,575","11,450",12300
606,Hyundai,Sonata,2000,20,28,"2,775","3,725",15999
607,Jaguar,S-Type,2000,17,23,"4,850","5,775",45550
608,Buick,Regal,1996,20,29,"2,225","2,725",19592
609,Chevrolet,Cobalt,2006,23,29,"6,825","10,050",15864
610,Volvo,S40,2005,21,29,"7,425","8,525",26041
611,Ford,Windstar,2004,1.72E+17,2.32E+17,"410,037,253,125,262,000,000,000","597,554,504,850,407,000,000,000",
612,Honda,Accord,1995,25,31,"2,350","3,325",18343
613,Chevrolet,Malibu,1997,20,29,"3,400","3,975",15470
614,,,,,,,,
615,Dodge,Magnum,2005,17,24,"8,950","10,850",28052
616,Toyota,Camry,2005,20,28,"9,200","12,300",21717
617,Chevrolet,Aveo,2006,24,34,"3,900","6,625",12200
618,Toyota,RAV4,2005,22,27,"11,200","22,500",19750
619,,,,,,,,
620,Honda,Civic,2000,30,35,"3,000","5,500",14096
621,Buick,Park Avenue,1988,,,,,
622,Nissan,Xterra,2010,15,20,"19,650","21,300",27127
623,Saturn,SC,1995,28,40,"11,895",,12995
624,Mercedes,C230 Kompressor,2005,,,,,
625,Honda,Accord EX,1992,,,,,
626,Jeep,Liberty,2003,16,21,"6,225","7,125",23140
627,Buick,LeSabre,1999,19,30,"3,200","4,125",24555
628,Toyota,Sienna,2009,16,21,"15,700","25,500",30797
629,Chevrolet,Geo Tracker,1993,,,,,
630,Honda,Civic Wagon,1983,,,,,
631,Toyota,Previa,1991,,,,,
632,,,,,,,,
633,Ford,Taurus,2004,18,25,"4,900","6,425",22055
634,Kia,Rio,2005,24,31,"5,400","6,475",10947
635,Volvo,S40,2001,22,32,"4,950","5,750",25475
636,Nissan,Rogue,2008,21,26,"13,350","14,750",20830
637,Plymouth,Satellite,1975,,,,,
638,Chevrolet,Astro,2000,15,19,"4,900","5,425",22412
639,Ford,Explorer,99,,,,,
640,Chevrolet,Blazer,2000,15,18,"3,475","4,150",26217
641,Toyota,Camry,1996,20,27,"2,375","3,525",21815
642,Chrysler,Town & Country,2005,,,,,
643,Ford,F250,2008,13,17,"10,000","28,400",
644,Toyota,Yaris,2008,29,35,"9,175","10,900",12781
645,Saturn,Ion,2003,24,32,"3,950","5,075",13902
646,Saturn,SC,2001,26,36,"12,680",,15790
647,Kia,Spectra,EX,,,,,
648,,,,,,,,
649,Toyota,Corolla,1995,27,34,"3,150","3,675",13628
650,Toyota,Camry,2005,20,28,"9,200","12,300",21717
651,Honda,Civic,2000,30,35,"3,000","5,500",14096
652,Dodge,Dakota,2000,12,16,"5,100","8,275",18192
653,Chevrolet,Malibu,2003,20,29,"6,700","7,600",19325
654,Saturn,LS2,2000,,,,,
655,Ford,F150,2004,14,18,"6,550","10,300",24569
656,Nissan,Xterra,2008,14,20,"16,500","17,800",25738
657,Audi,A4,2006,17,25,"11,150","15,100",34877
658,Honda,Accord,2002,20,28,"4,200","6,775",20923
659,Chevrolet,Cobalt,2010,22,30,"10,200","18,550",16970
660,Toyota,Camry,2003,21,29,"7,375","8,675",22024
661,Acura,Integra,2001,24,30,"5,325","11,200",21657
662,Toyota,Corolla,2007,30,38,"9,675","10,450",15056
663,Lincoln,Town Car,2007,,,,,
664,Volvo,S40,2008,18,26,"12,100","13,050",27748
665,Nissan,Titan,2006,14,18,"10,150","15,500",29316
666,Mazda,SX4,2006,,,,,
667,Hyundai,Elantra,2012,28,38,,,17970
668,Chrysler,P.T. Cruiser,2002,,,,,
669,Chevrolet,Cavalier,2000,22,29,"2,450","5,450",14479
670,Subaru,Impreza,2011,19,25,"15,700","23,900",23795
671,Honda,Accord,2007,20,29,"10,400","16,750",23761
672,Nissan,Murano,2009,18,23,"17,300","22,100",30856
673,Toyota,Corolla,2005,26,34,"7,950","9,275",15287
674,Nissan,Altima,2005,20,27,"8,075","12,850",23300
675,Hyundai,Sonata,2007,20,30,"10,000","12,450",20745
676,Oldsmobile,Bravada,2003,,,"6,425",,34370
677,Saturn,SC,1998,28,39,"12,595",,14855
678,Buick,Regal,2000,18,27,"3,850","4,850",24042
679,GMC,Yukon Denali,2004,,,,,
680,Pontiac,Grand Am,2002,,,,,
681,Dodge,Ram 1500,1997,,,,,
682,Toyota,Camry,2005,20,28,"9,200","12,300",21717
683,Ford,Taurus,1995,18,26,"2,500","3,600",21910
684,Kia,Sedona,2004,16,22,"3,700","4,900",21097
685,Toyota,Camry,2005,20,28,"9,200","12,300",21717
686,,,,,,,,
687,Saturn,Vue,2008,15,22,"11,900","15,400",25682
688,Toyota,Camry,2004,20,29,"8,350","10,800",21202
689,Ford,Explorer,1997,14,18,"20,085","21,485",26754
690,Mercury,Grand Marquis,2004,,,,,
691,Pontiac,Bonneville,1994,19,28,"2,125","2,600",22709
692,Chrysler,P.T. Cruiser,2007,,,,,
693,Nissan,Altima,2010,18,27,"14,150","20,400",24511
694,Chevrolet,Suburban,2001,14,16,"8,350","10,000",
695,,,,,,,,
696,Ford,F150,2007,14,18,"14,900","33,100",33026
697,Ford,Taurus,2001,18,26,"3,400","4,525",20390
698,Saturn,SL1,2001,,,,,
699,Dodge,Neon,2005,25,32,"13,800","16,110",14955
700,Mitsubishi,Lancer,2007,,,"7,800",,
701,Honda,Civic,1998,30,35,"1,925","3,475",13493
702,Chrysler,Concorde,1997,17,25,"3,000","20,435",20435
703,Nissan,Altima,2001,21,28,"4,775","6,200",18811
704,Honda,Accord,2002,20,28,"4,200","6,775",20923
705,Jeep,Wrangler,1994,16,18,"4,225","5,625",13062
706,Honda,Accord,2010,17,25,"14,800","18,250",25070
707,Toyota,Corolla,1994,27,34,"2,875","3,350",13194
708,Audi,A4,2006,17,25,"11,150","15,100",34877
709,Chevrolet,S10,2001,,,,,
710,Mazda,Protege,2001,25,30,"2,550","4,575",14738
711,Chevrolet,Suburban,1999,14,18,"25,775","28,375",
712,Mercedes,560 SL,1998,,,,,
713,Acura,MDX,2007,17,22,"23,300","27,400",43028
714,Geo,Metro,1999,3.03E+11,3.43E+11,"1,875,182,518,251,770","2,075,200,019,752,100",
715,Dodge,Avenger,2008,15,24,"10,400","13,450",22662
716,Pontiac,Trans Am,1985,,,,,
717,Honda,Odyssey,2011,18,27,"20,600","34,000",35716
718,,,,,,,,
719,Toyota,Tercel,1995,31,39,"2,025","2,250",11164
720,Chrysler,Sebring,2003,20,27,"4,250","7,675",23705
721,Toyota,Sienna,2004,18,24,"8,650","13,050",29649
722,Ford,Explorer,1996,14,18,"2,600","2,975",21518
723,Mazda,B4000,2004,15,19,"8,050","11,200",22178
724,Toyota,Highlander,2004,18,22,"10,450","11,800",27241
725,,,,,,,,
726,Mitsubishi,Lancer,2003,24,31,,,15669
727,Nissan,Versa,2011,24,31,"10,350","13,950",14792
728,Toyota,RAV4,2011,19,26,"18,900","22,700",25718
729,Mini,Cooper,2009,25,34,,,21225
730,Dodge,Neon,2005,25,32,"13,800","16,110",14955
731,Ford,Explorer,2004,15,19,"5,725","8,700",32680
732,Acura,RSX,2003,24,31,"8,250","9,475",21622
733,Subaru,Legacy,1991,,,,,
734,Ford,Taurus,2004,18,25,"4,900","6,425",22055
735,Chrysler,Aspen,2007,14,18,"16,750","18,850",32372
736,Honda,Accord,2005,20,30,"9,075","12,900",23644
737,Ford,Contour,1999,19,21,"2,025","4,700",17760
738,Dodge,Dakota,1998,13,17,"4,325","6,325",15978
739,Toyota,Yaris,2008,29,35,"9,175","10,900",12781
740,Chevrolet,Caprice,1985,,,,,
741,Chevrolet,Suburban,1998,19,19,"25,065","27,665",27949
742,Buick,Century,2000,20,30,"3,875","19,840",20907
743,Ford,F150,2008,13,17,"9,450","26,600",32833
744,Suzuki,Aerio,2006,24,29,"14,099","16,099",15899
745,Volkswagen,Jetta,2000,19,28,"2,575","4,775",19195
746,Mercury,Villager,1997,17,23,"3,125","4,350",23043
747,Volvo,S70,1998,23,23,"2,375","4,175",30178
748,Ford,Focus,2004,21,28,"5,075","7,325",16105
749,Chrysler,Town & Country,2008,,,,,
750,Dodge,Grand Caravan,2001,,,,,
751,Toyota,Corolla,2009,22,30,"11,750","15,350",17006
752,Chevrolet,Suburban,2005,14,18,"13,550","14,950",
753,Honda,Civic,1998,30,35,"1,925","3,475",13493
754,,,,,,,,
755,Honda,Accord,2004,20,30,"7,300","10,900",22420
756,,,,,,,,
757,GMC,Safari,2000,15,19,"4,900","5,425",22476
758,Toyota,Camry,2009,19,28,"13,800","17,200",23647
759,,,,,,,,
760,Mitsubishi,Expo LRV,1992,,,,,
761,Pontiac,Sunfire,1999,22,29,"2,625","4,475",14905
762,Volkswagen,Passat,2000,17,24,"4,175","7,475",26312
763,Oldsmobile,Intrigue,2001,19,28,"3,200","4,700",24473
764,Honda,Civic,1994,29,35,"1,800","2,600",12887
765,Hyundai,Elantra,2002,24,33,"4,125","4,675",13249
766,Ford,Mustang,2000,17,24,"5,300","7,925",21233
767,Toyota,Yaris,2008,29,35,"9,175","10,900",12781
768,Mercury,Sable LS,1998,,,,,
769,Honda,Civic LX,2004,,,,,
770,Ducati,Monster,2001,,,,,
771,Nissan,Sentra,2006,23,28,"7,425","9,400",16200
772,Nissan,Infiniti G20,2000,,,,,
773,Audi,A4,1994,2.02E+37,3.03E+37,"264,002,210,019,150,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","3,180,027,100,291,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",
774,Ford,Explorer,2001,14,19,"3,575","4,175",31097
775,Chrysler,Aspen,2008,13,17,"18,950","42,600",34342
776,Ford,Escort,1995,88,88,"1,700","2,075",
777,,,,,,,,
778,Honda,Accord,1995,25,31,"2,350","3,325",18343
779,Audi,A4 Cabriolet,2005,,,,,
780,Ford,Expedition,2009,12,18,"21,500","30,400",42196
781,Nissan,Pathfinder,2002,15,18,"4,000","5,175",28699
782,Honda,Pilot,2009,16,22,"20,100","27,100",32995
783,Buick,Century,1998,20,29,"3,250","3,775",19095
784,Honda,Accord,1998,20,28,"2,900","4,425",20520
785,Nissan,Quest,1996,17,23,"3,025","4,150",23299
786,Ford,Escort,1995,88,88,"1,700","2,075",
787,Volkswagen,Jetta GLI,2006,,,,,
788,Saturn,SL1,2002,,,,,
789,Honda,Civic,2006,23,32,"8,550","12,500",18023
790,,,,,,,,
791,Chrysler,Sebring,2005,21,28,"5,250","11,050",24862
792,Chevrolet,Comfort,2004,,,,,
793,Buick,Rendezvous,2004,18,24,"6,050","7,925",28015
794,Mini,Cooper,2002,25,32,,,16300
795,Cadillac,Fleetwood Brougham,1991,,,,,
796,Saturn,L200,2002,,,,,
797,Jeep,Compass Limited,2007,,,,,
798,Toyota,Corolla,1996,29,34,"3,150","3,825",13898
799,BMW,520i,2007,,,,,
800,Hyundai,Elantra,2006,24,32,"6,075","6,450",15155
801,Ford,Explorer,2006,14,20,"8,175","14,400",31399
802,Honda,Fit,2011,27,33,"15,000","15,950",15980
803,Toyota,Corolla S,2006,,,,,
804,Ford,Fusion,2007,19,26,"9,050","11,500",20778
805,Buick,Park Avenue,2001,,,,,
806,BMW,328is,1996,,,,,
807,Kia,Sedona,2005,16,22,"4,800","6,200",22250
808,Ford,Taurus,2004,18,25,"4,900","6,425",22055
809,Chevrolet,Cavalier,2003,24,32,"3,625","4,550",15563
810,Honda,Element,2003,20,23,"5,950","8,350",18575
811,Honda,CRV,2007,,,,,
812,GMC,Sierra SL,1991,,,,,
813,Geo,Prizm,1990,,,,,
814,Kia,Optima,2009,20,28,"11,900","15,950",20633
815,Nissan,Altima,1996,24,30,"1,925","3,000",18236
816,,,,,,,,
817,Dodge,Durango,1999,12,16,"2,700","26,055",27055
818,Toyota,Corolla,2008,26,35,"10,800","11,700",15156
819,Toyota,Avalon,2007,22,31,"13,150","17,250",30347
820,Ford,Mustang,2001,18,25,"5,375","15,100",25088
821,Nissan,Maxima,2008,19,25,"14,300","15,400",29755
822,BMW,335i,2010,,,,,
823,Ford,Escort,1999,25,33,"2,225","2,675",12735
824,Jeep,Cherokee Sport,1997,,,,,
825,Ford,Mustang,2001,18,25,"5,375","15,100",25088
826,Ford,Escape,2009,17,24,"12,050","17,300",24545
827,Ford,Taurus,2000,19,27,"3,200","3,900",19403
828,Toyota,Corolla,1995,27,34,"3,150","3,675",13628
829,,,,,,,,
830,Toyota,Camry,2007,22,31,"12,200","16,450",22972
831,Scion,XB,2008,22,28,"12,600","15,650",15650
832,Lincoln,Marquis,1990,,,,,
833,GMC,Terrain,2010,17,24,"19,700","22,700",27750
834,Nissan,Sentra,1996,30,40,"2,175","2,900",13679
835,Toyota,Camry,2000,19,27,"3,800","4,275",19938
836,Isuzu,VehiCROSS,1999,,,"5,900",,28900
837,Mitsubishi,Outlander,2004,20,26,"7,425","8,325",20249
838,Chrysler,300,2010,17,23,"17,200","29,900",31876
839,Hyundai,Santa Fe,2007,,,,,
840,Chevrolet,Aveo,2007,26,34,"100,000","12,010",11860
841,Ford,Focus,2004,21,28,"5,075","7,325",16105
842,Chevrolet,Cavalier,1998,22,32,"2,275","4,100",14342
843,Pontiac,Grand Prix,2004,,,,,
844,Volkswagen,Jetta,2007,22,30,"9,550","13,050",20056
845,Honda,Civic,2003,26,30,"4,600","8,025",15796
846,Toyota,Tacoma,2003,17,19,"7,425","15,300",17578
847,Acura,Integra,1995,25,31,"1,900","2,700",19555
848,,,,,,,,
849,,,,,,,,
850,Toyota,Camry,1995,20,28,"2,125","3,175",19328
851,Chevrolet,Cobalt,2006,23,29,"6,825","10,050",15864
852,Toyota,Highlander,2006,18,24,"7,750","7,750",27800
853,Chevrolet,Cobalt,2007,22,30,"7,500","10,550",16373
854,Mercury,Cougar,1996,19,26,"3,575","17,430",17430
855,Subaru,Impreza,2008,19,24,"19,150","29,100",34995
856,Chevrolet,Impala,2009,17,27,"12,800","17,300",25601
857,Ford,Escort,2001,26,33,"3,125","12,340",12340
858,Nissan,Murano,2005,20,24,"9,975","12,650",29266
859,,,,,,,,
860,Mercury,Tracer,1997,25,34,"2,075","2,600",11918
861,Hyundai,Elantra,2008,24,33,"10,050","10,600",15320
862,Cadillac,CTS,2009,16,25,"22,900","22,900",
863,Plymouth,Grand Voyager,1990,,,,,
864,,,,,,,,
865,Toyota,Corolla,2008,26,35,"10,800","11,700",15156
866,Oldsmobile,Alero,2000,20,30,"2,550","4,025",18870
867,Jeep,Compass,2007,23,26,"10,500","11,900",18800
868,Mazda,MX-5,2011,,,,,
869,Chevrolet,,1995,,,,,
870,Ford,Taurus,2002,19,26,"3,725","4,850",21514
871,Mercury,Sable,2002,18,26,"3,725","4,950",21800
872,Nissan,Sentra,2009,21,29,"11,300","14,550",18325
873,Honda,Civic,2008,21,29,"9,925","20,900",19774
874,Ford,E250,2010,22,22,"17,150","19,000",
875,Nissan,Sentra,1998,23,31,"2,400","3,725",14519
876,Ford,Focus,2005,23,32,"5,475","7,800",16112
877,Ford,Taurus,2009,17,24,"12,550","15,150",28710
878,Saturn,SC2,2002,,,,,
879,Honda,Civic,1998,30,35,"1,925","3,475",13493
880,Subaru,Impreza,2009,18,24,"28,200","28,200",34995
881,Dodge,Caravan,2005,19,26,"4,850","6,425",20146
882,Ford,Windstar,2001,18,23,"3,725","5,450",26902
883,Volkswagen,Beetle,2003,2121,2729,,,
884,Lexus,SE 400,1998,,,,,
885,Acura,TL,2009,17,25,"23,500","28,500",36730
886,Mercedes,CLK,2005,,,,,
887,Toyota,,2008,,,,,
888,Nissan,Murano,2004,20,24,"10,450","11,150",29575
889,Chevrolet,Venture,2004,18,24,"6,175","7,775",27115
890,Saturn,SL,1997,26,37,,,12309
891,Ford,Focus,2000,25,31,"3,875","5,075",14318
892,,,,,,,,
893,Honda,Accord,2010,17,25,"14,800","18,250",25070
894,Mazda,3,2010,,,,,
895,Ford,Explorer Sport,2001,,,,,
896,Toyota,Camry,2004,20,29,"8,350","10,800",21202
897,Saab,9-3',2003,,,,,
898,Chevrolet,Tahoe,2003,14,18,"8,875","9,950",35880
899,Ford,Escape,2004,18,23,"5,375","8,350",22710
900,Dodge,Grand Caravan,2005,,,,,
901,Toyota,Corolla,2006,26,34,"8,650","10,350",15612
902,Ford,Explorer,2000,14,20,"2,775","4,225",32824
903,Ford,F150,2001,12,16,"7,025","19,000",31289
904,Ford,Focus,2005,23,32,"5,475","7,800",16112
905,Oldsmobile,Alero,1999,20,28,"1,925","3,600",18508
906,Subaru,Impreza,2005,19,26,"14,800","18,250",32445
907,Toyota,Prius,2006,60,51,"10,650","11,200",21725
908,Subaru,Liberty,1995,,,,,
909,Dodge,Caravan,2009,1.92E+31,2.63E+31,"5,025,485,039,503,520,000,000,000,000,000,000,000,000","6,750,642,550,755,050,000,000,000,000,000,000,000,000",
910,Dodge,Grand Caravan,2011,,,,,
911,Chevrolet,Impala,2002,19,29,"3,850","4,925",22791
